CONTENT ID	CONTENT TYPE	MIRNA ID	SPECIES	EXPERIMENT ID	METHODS	Entrez GENE ID	COMMENTS
8043	mirna	hsa-mir-199a-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8044	mirna	hsa-miR-199b-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8045	mirna	hsa-mir-199b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8046	mirna	hsa-miR-199b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8047	mirna	hsa-miR-19a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8048	mirna	hsa-mir-19a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8049	mirna	hsa-miR-19a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8050	mirna	hsa-miR-19b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8051	mirna	hsa-mir-19b-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8052	mirna	hsa-mir-19b-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8053	mirna	hsa-miR-200b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8054	mirna	hsa-mir-200b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8055	mirna	hsa-miR-203a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8056	mirna	hsa-mir-203a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8057	mirna	hsa-miR-204-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8058	mirna	hsa-mir-204	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8059	mirna	hsa-miR-205-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8060	mirna	hsa-mir-205	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8061	mirna	hsa-miR-20a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8062	mirna	hsa-mir-20a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8063	mirna	hsa-miR-20a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8064	mirna	hsa-miR-20b-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8065	mirna	hsa-mir-20b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8066	mirna	hsa-miR-21-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8067	mirna	hsa-mir-21	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8068	mirna	hsa-miR-21-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8069	mirna	hsa-miR-210-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8070	mirna	hsa-mir-210	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8071	mirna	hsa-miR-211-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8072	mirna	hsa-mir-211	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8073	mirna	hsa-miR-2110	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8074	mirna	hsa-mir-2110	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8075	mirna	hsa-miR-2115-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8076	mirna	hsa-mir-2115	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8077	mirna	hsa-miR-2116-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8078	mirna	hsa-mir-2116	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8079	mirna	hsa-miR-212-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8080	mirna	hsa-mir-212	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8081	mirna	hsa-miR-214-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8082	mirna	hsa-mir-214	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8083	mirna	hsa-miR-214-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8084	mirna	hsa-miR-215-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8085	mirna	hsa-mir-215	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8086	mirna	hsa-miR-218-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8087	mirna	hsa-mir-218-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8088	mirna	hsa-mir-218-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8089	mirna	hsa-miR-219a-1-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8090	mirna	hsa-mir-219a-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8091	mirna	hsa-miR-22-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8092	mirna	hsa-mir-22	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8093	mirna	hsa-miR-22-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8094	mirna	hsa-miR-221-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8095	mirna	hsa-mir-221	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8096	mirna	hsa-miR-221-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8097	mirna	hsa-miR-222-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8098	mirna	hsa-mir-222	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8099	mirna	hsa-miR-222-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8100	mirna	hsa-miR-223-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8101	mirna	hsa-mir-223	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8102	mirna	hsa-miR-223-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8103	mirna	hsa-miR-224-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8104	mirna	hsa-mir-224	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8105	mirna	hsa-miR-2276-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8106	mirna	hsa-mir-2276	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8107	mirna	hsa-miR-2355-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8108	mirna	hsa-mir-2355	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8109	mirna	hsa-miR-2355-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8110	mirna	hsa-miR-23a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8111	mirna	hsa-mir-23a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8112	mirna	hsa-miR-23a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8113	mirna	hsa-miR-23b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8114	mirna	hsa-mir-23b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8115	mirna	hsa-miR-24-1-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8116	mirna	hsa-mir-24-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8117	mirna	hsa-miR-24-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8118	mirna	hsa-mir-24-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8119	mirna	hsa-miR-24-2-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8120	mirna	hsa-miR-2467-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8121	mirna	hsa-mir-2467	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8122	mirna	hsa-miR-25-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8123	mirna	hsa-mir-25	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8124	mirna	hsa-miR-25-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8125	mirna	hsa-miR-26a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8126	mirna	hsa-mir-26a-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8127	mirna	hsa-miR-26a-1-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8128	mirna	hsa-mir-26a-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8129	mirna	hsa-miR-26a-2-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8130	mirna	hsa-miR-26b-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8131	mirna	hsa-mir-26b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8132	mirna	hsa-miR-26b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8133	mirna	hsa-miR-27a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8134	mirna	hsa-mir-27a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8135	mirna	hsa-miR-27a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8136	mirna	hsa-miR-27b-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8137	mirna	hsa-mir-27b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8138	mirna	hsa-miR-27b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8139	mirna	hsa-miR-28-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8140	mirna	hsa-mir-28	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8141	mirna	hsa-miR-28-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8142	mirna	hsa-miR-299-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8143	mirna	hsa-mir-299	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8144	mirna	hsa-miR-29a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8145	mirna	hsa-mir-29a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8146	mirna	hsa-miR-29a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8147	mirna	hsa-miR-29b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8148	mirna	hsa-mir-29b-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8149	mirna	hsa-mir-29b-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8150	mirna	hsa-miR-29b-2-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8151	mirna	hsa-miR-29c-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8152	mirna	hsa-mir-29c	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8153	mirna	hsa-miR-29c-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8154	mirna	hsa-miR-301a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8155	mirna	hsa-mir-301a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8156	mirna	hsa-miR-301b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8157	mirna	hsa-mir-301b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8158	mirna	hsa-miR-3065-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8159	mirna	hsa-mir-3065	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8160	mirna	hsa-miR-3065-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8161	mirna	hsa-miR-3074-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8162	mirna	hsa-mir-3074	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8163	mirna	hsa-miR-30a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8164	mirna	hsa-mir-30a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8165	mirna	hsa-miR-30a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8166	mirna	hsa-miR-30b-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8167	mirna	hsa-mir-30b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8168	mirna	hsa-miR-30b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8169	mirna	hsa-miR-30c-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8170	mirna	hsa-mir-30c-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8171	mirna	hsa-miR-30c-1-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8172	mirna	hsa-mir-30c-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8173	mirna	hsa-miR-30c-2-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8174	mirna	hsa-miR-30d-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8175	mirna	hsa-mir-30d	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8176	mirna	hsa-miR-30d-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8177	mirna	hsa-miR-30e-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8178	mirna	hsa-mir-30e	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8179	mirna	hsa-miR-30e-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8180	mirna	hsa-miR-31-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8181	mirna	hsa-mir-31	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8182	mirna	hsa-miR-3120-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8183	mirna	hsa-mir-3120	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8184	mirna	hsa-miR-3135a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8185	mirna	hsa-mir-3135a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8186	mirna	hsa-miR-3139	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8187	mirna	hsa-mir-3139	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8188	mirna	hsa-miR-3143	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8189	mirna	hsa-mir-3143	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8190	mirna	hsa-miR-3146	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8191	mirna	hsa-mir-3146	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8192	mirna	hsa-miR-3150b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8193	mirna	hsa-mir-3150b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8194	mirna	hsa-miR-3157-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8195	mirna	hsa-mir-3157	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8196	mirna	hsa-miR-3158-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8197	mirna	hsa-mir-3158-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8198	mirna	hsa-mir-3158-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8199	mirna	hsa-miR-3163	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8200	mirna	hsa-mir-3163	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8201	mirna	hsa-miR-3165	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8202	mirna	hsa-mir-3165	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8203	mirna	hsa-miR-3173-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8204	mirna	hsa-mir-3173	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8205	mirna	hsa-miR-3173-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8206	mirna	hsa-miR-3174	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8207	mirna	hsa-mir-3174	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8208	mirna	hsa-miR-3176	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8209	mirna	hsa-mir-3176	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8210	mirna	hsa-miR-3180-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8211	mirna	hsa-mir-3180-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8212	mirna	hsa-mir-3180-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8213	mirna	hsa-mir-3180-3	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8214	mirna	hsa-miR-3194-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8215	mirna	hsa-mir-3194	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8216	mirna	hsa-miR-3194-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8217	mirna	hsa-miR-32-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8218	mirna	hsa-mir-32	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8219	mirna	hsa-miR-32-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8220	mirna	hsa-miR-3200-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8221	mirna	hsa-mir-3200	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8222	mirna	hsa-miR-3200-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8223	mirna	hsa-miR-3202	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8224	mirna	hsa-mir-3202-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8225	mirna	hsa-mir-3202-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8226	mirna	hsa-miR-320a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8227	mirna	hsa-mir-320a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8228	mirna	hsa-miR-320b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8229	mirna	hsa-mir-320b-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8230	mirna	hsa-mir-320b-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8231	mirna	hsa-miR-320c	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8232	mirna	hsa-mir-320c-1	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8233	mirna	hsa-mir-320c-2	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8234	mirna	hsa-miR-323a-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8235	mirna	hsa-mir-323a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8236	mirna	hsa-miR-323b-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8237	mirna	hsa-mir-323b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8238	mirna	hsa-miR-324-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8239	mirna	hsa-mir-324	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8240	mirna	hsa-miR-324-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8241	mirna	hsa-miR-326	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8242	mirna	hsa-mir-326	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8243	mirna	hsa-miR-328-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8244	mirna	hsa-mir-328	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8245	mirna	hsa-miR-330-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8246	mirna	hsa-mir-330	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8247	mirna	hsa-miR-330-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8248	mirna	hsa-miR-331-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8249	mirna	hsa-mir-331	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8250	mirna	hsa-miR-331-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8251	mirna	hsa-miR-335-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8252	mirna	hsa-mir-335	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8253	mirna	hsa-miR-335-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8254	mirna	hsa-miR-337-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8255	mirna	hsa-mir-337	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8256	mirna	hsa-miR-338-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8257	mirna	hsa-mir-338	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8258	mirna	hsa-miR-338-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8259	mirna	hsa-miR-339-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8260	mirna	hsa-mir-339	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8261	mirna	hsa-miR-339-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8262	mirna	hsa-miR-33a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8263	mirna	hsa-mir-33a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8264	mirna	hsa-miR-33b-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8265	mirna	hsa-mir-33b	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8266	mirna	hsa-miR-340-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8267	mirna	hsa-mir-340	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8268	mirna	hsa-miR-340-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8269	mirna	hsa-miR-342-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8270	mirna	hsa-mir-342	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8271	mirna	hsa-miR-342-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8272	mirna	hsa-miR-345-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8273	mirna	hsa-mir-345	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8274	mirna	hsa-miR-34a-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8275	mirna	hsa-mir-34a	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8276	mirna	hsa-miR-34c-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8277	mirna	hsa-mir-34c	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8278	mirna	hsa-miR-3605-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8279	mirna	hsa-mir-3605	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8280	mirna	hsa-miR-3605-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8281	mirna	hsa-miR-361-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8282	mirna	hsa-mir-361	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8283	mirna	hsa-miR-361-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8284	mirna	hsa-miR-3613-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8285	mirna	hsa-mir-3613	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8286	mirna	hsa-miR-3613-3p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8287	mirna	hsa-miR-3614-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8288	mirna	hsa-mir-3614	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8289	mirna	hsa-miR-3615	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8290	mirna	hsa-mir-3615	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8291	mirna	hsa-miR-362-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8292	mirna	hsa-mir-362	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
8293	mirna	hsa-miR-3622b-5p	Homo sapiens	1204	 Next generation sequencing	NOTFOUND	NOT FOUND
