CONTENT ID	CONTENT TYPE	MIRNA ID	SPECIES	EXPERIMENT ID	METHODS	Entrez GENE ID	COMMENTS
3016	mirna	miR-26a	Homo sapiens	516	Microarray	407015	Clear hit to Entrez gene ID
3017	mirna	let-7a	Homo sapiens	516	Microarray	406881	Ambiguous mapping to Entrez gene ID
3018	mirna	let-7a	Homo sapiens	516	Microarray	406882	Ambiguous mapping to Entrez gene ID
3019	mirna	let-7a	Homo sapiens	516	Microarray	406883	Ambiguous mapping to Entrez gene ID
3020	mirna	let-7b	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3021	mirna	miR-103	Homo sapiens	516	Microarray	100302238	Ambiguous mapping to Entrez gene ID
3022	mirna	miR-103	Homo sapiens	516	Microarray	100302282	Ambiguous mapping to Entrez gene ID
3023	mirna	miR-103	Homo sapiens	516	Microarray	406895	Ambiguous mapping to Entrez gene ID
3024	mirna	miR-103	Homo sapiens	516	Microarray	406896	Ambiguous mapping to Entrez gene ID
3025	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3026	mirna	miR-26	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3027	mirna	let-7a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3028	mirna	let-7b	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3029	mirna	let-7c-5p	Homo sapiens	516	Microarray	406885	Clear hit to Entrez gene ID
3030	mirna	let-7j-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3031	mirna	miR-103-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3032	mirna	miR-1576	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3033	mirna	miR-1777	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3034	mirna	miR-20b-5p	Homo sapiens	516	Microarray	574032	Clear hit to Entrez gene ID
3035	mirna	miR-2127	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3036	mirna	miR-23b-3p	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3037	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3038	mirna	miR-26a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3039	mirna	miR-103	Homo sapiens	516	Microarray	100302238	Ambiguous mapping to Entrez gene ID
3040	mirna	miR-103	Homo sapiens	516	Microarray	100302282	Ambiguous mapping to Entrez gene ID
3041	mirna	miR-103	Homo sapiens	516	Microarray	406895	Ambiguous mapping to Entrez gene ID
3042	mirna	miR-103	Homo sapiens	516	Microarray	406896	Ambiguous mapping to Entrez gene ID
3043	mirna	miR-106a	Homo sapiens	516	Microarray	406899	Clear hit to Entrez gene ID
3044	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3045	mirna	miR-200c	Homo sapiens	516	Microarray	406985	Clear hit to Entrez gene ID
3046	mirna	miR-24	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3047	mirna	miR-26a	Homo sapiens	516	Microarray	407015	Clear hit to Entrez gene ID
3048	mirna	let-7a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3049	mirna	let-7b-5p	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3050	mirna	let-7c-5p	Homo sapiens	516	Microarray	406885	Clear hit to Entrez gene ID
3051	mirna	miR-103a-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3052	mirna	miR-106a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3053	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3054	mirna	miR-1915-3p	Homo sapiens	516	Microarray	100302129	Clear hit to Entrez gene ID
3055	mirna	miR-200c-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3056	mirna	miR-20b-5p	Homo sapiens	516	Microarray	574032	Clear hit to Entrez gene ID
3057	mirna	miR-23b-3p	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3058	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3059	mirna	miR-26a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3060	mirna	miR-891a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3061	mirna	miR-H10	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3062	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3063	mirna	let-7	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3064	mirna	miR-103	Homo sapiens	516	Microarray	100302238	Ambiguous mapping to Entrez gene ID
3065	mirna	miR-103	Homo sapiens	516	Microarray	100302282	Ambiguous mapping to Entrez gene ID
3066	mirna	miR-103	Homo sapiens	516	Microarray	406895	Ambiguous mapping to Entrez gene ID
3067	mirna	miR-103	Homo sapiens	516	Microarray	406896	Ambiguous mapping to Entrez gene ID
3068	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3069	mirna	miR-26a	Homo sapiens	516	Microarray	407015	Clear hit to Entrez gene ID
3070	mirna	let-7a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3071	mirna	let-7b	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3072	mirna	miR-103-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3073	mirna	miR-200c-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3074	mirna	miR-23b-3p	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3075	mirna	miR-26-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3076	mirna	miR-375	Homo sapiens	516	Microarray	494324	Clear hit to Entrez gene ID
3077	mirna	let-7a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3078	mirna	let-7b-5p	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3079	mirna	let-7c-5p	Homo sapiens	516	Microarray	406885	Clear hit to Entrez gene ID
3080	mirna	miR-103-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3081	mirna	miR-106a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3082	mirna	miR-200c-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3083	mirna	miR-23b-3p	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3084	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3085	mirna	miR-26a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3086	mirna	miR-638	Homo sapiens	516	Microarray	693223	Clear hit to Entrez gene ID
3087	mirna	let-7a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3088	mirna	let-7b-5p	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3089	mirna	let-7c-5p	Homo sapiens	516	Microarray	406885	Clear hit to Entrez gene ID
3090	mirna	miR-103-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3091	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3092	mirna	miR-200c-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3093	mirna	miR-2137	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3094	mirna	miR-23b-3p	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3095	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3096	mirna	miR-26a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3097	mirna	miR-2861	Homo sapiens	516	Microarray	100422910	Clear hit to Entrez gene ID
3098	mirna	miR-103	Homo sapiens	516	Microarray	100302238	Ambiguous mapping to Entrez gene ID
3099	mirna	miR-103	Homo sapiens	516	Microarray	100302282	Ambiguous mapping to Entrez gene ID
3100	mirna	miR-103	Homo sapiens	516	Microarray	406895	Ambiguous mapping to Entrez gene ID
3101	mirna	miR-103	Homo sapiens	516	Microarray	406896	Ambiguous mapping to Entrez gene ID
3102	mirna	miR-106a	Homo sapiens	516	Microarray	406899	Clear hit to Entrez gene ID
3103	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3104	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3105	mirna	miR-26a	Homo sapiens	516	Microarray	407015	Clear hit to Entrez gene ID
3106	mirna	let-7	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3107	mirna	let-7b-5p	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3108	mirna	miR-103-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3109	mirna	miR-1346	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3110	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3111	mirna	miR-20b-5p	Homo sapiens	516	Microarray	574032	Clear hit to Entrez gene ID
3112	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3113	mirna	miR-26-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3114	mirna	miR-103	Homo sapiens	516	Microarray	100302238	Ambiguous mapping to Entrez gene ID
3115	mirna	miR-103	Homo sapiens	516	Microarray	100302282	Ambiguous mapping to Entrez gene ID
3116	mirna	miR-103	Homo sapiens	516	Microarray	406895	Ambiguous mapping to Entrez gene ID
3117	mirna	miR-103	Homo sapiens	516	Microarray	406896	Ambiguous mapping to Entrez gene ID
3118	mirna	miR-106a	Homo sapiens	516	Microarray	406899	Clear hit to Entrez gene ID
3119	mirna	miR-17-5p	Homo sapiens	516	Microarray	406952	Ambiguous mapping to Entrez gene ID
3120	mirna	miR-23b	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3121	mirna	miR-24-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3122	mirna	miR-26a	Homo sapiens	516	Microarray	407015	Clear hit to Entrez gene ID
3123	mirna	let-7	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3124	mirna	let-7a	Homo sapiens	516	Microarray	406881	Ambiguous mapping to Entrez gene ID
3125	mirna	let-7a	Homo sapiens	516	Microarray	406882	Ambiguous mapping to Entrez gene ID
3126	mirna	let-7a	Homo sapiens	516	Microarray	406883	Ambiguous mapping to Entrez gene ID
3127	mirna	let-7b	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3128	mirna	let-7c	Homo sapiens	516	Microarray	406885	Clear hit to Entrez gene ID
3129	mirna	miR-103	Homo sapiens	516	Microarray	100302238	Ambiguous mapping to Entrez gene ID
3130	mirna	miR-103	Homo sapiens	516	Microarray	100302282	Ambiguous mapping to Entrez gene ID
3131	mirna	miR-103	Homo sapiens	516	Microarray	406895	Ambiguous mapping to Entrez gene ID
3132	mirna	miR-103	Homo sapiens	516	Microarray	406896	Ambiguous mapping to Entrez gene ID
3133	mirna	miR-106a	Homo sapiens	516	Microarray	406899	Clear hit to Entrez gene ID
3134	mirna	miR-1908	Homo sapiens	516	Microarray	100302263	Clear hit to Entrez gene ID
3135	mirna	miR-1915	Homo sapiens	516	Microarray	100302129	Clear hit to Entrez gene ID
3136	mirna	let-7b-5p	Homo sapiens	516	Microarray	406884	Clear hit to Entrez gene ID
3137	mirna	miR-200b-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3138	mirna	miR-200c-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3139	mirna	miR-23b-3p	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3140	mirna	miR-26a-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3141	mirna	miR-107	Homo sapiens	516	Microarray	406901	Clear hit to Entrez gene ID
3142	mirna	miR-375	Homo sapiens	516	Microarray	494324	Clear hit to Entrez gene ID
3143	mirna	let-7	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3144	mirna	miR-107b	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3145	mirna	miR-107	Homo sapiens	516	Microarray	406901	Clear hit to Entrez gene ID
3146	mirna	miR-23b	Homo sapiens	516	Microarray	407011	Clear hit to Entrez gene ID
3147	mirna	miR-107-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3148	mirna	miR-375	Homo sapiens	516	Microarray	494324	Clear hit to Entrez gene ID
3149	mirna	let-7	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3150	mirna	miR-107	Homo sapiens	516	Microarray	406901	Clear hit to Entrez gene ID
3151	mirna	miR-191-5p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3152	mirna	miR-375	Homo sapiens	516	Microarray	494324	Clear hit to Entrez gene ID
3153	mirna	miR-375-3p	Homo sapiens	516	Microarray	494324	Clear hit to Entrez gene ID
3154	mirna	miR-107	Homo sapiens	516	Microarray	406901	Clear hit to Entrez gene ID
3155	mirna	miR-107-3p	Homo sapiens	516	Microarray	NOTFOUND	NOTFOUND
3156	mirna	miR-107	Homo sapiens	516	Microarray	406901	Clear hit to Entrez gene ID
3157	mirna	miR-191	Homo sapiens	516	Microarray	406966	Clear hit to Entrez gene ID
3158	mirna	miR-375-3p	Homo sapiens	516	Microarray	494324	Clear hit to Entrez gene ID
3159	mirna	miR-100	Bos taurus	530	Microarray	100313483	Clear hit to Entrez gene ID
3160	mirna	miR-125	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3161	mirna	miR-100	Bos taurus	530	Microarray	100313483	Clear hit to Entrez gene ID
3162	mirna	miR-103	Bos taurus	530	Microarray	790976	Clear hit to Entrez gene ID
3163	mirna	miR-125b	Bos taurus	530	Microarray	790993	Clear hit to Entrez gene ID
3164	mirna	miR-205	Bos taurus	530	Microarray	790999	Clear hit to Entrez gene ID
3165	mirna	miR-22	Bos taurus	530	Microarray	791040	Clear hit to Entrez gene ID
3166	mirna	miR-23a	Bos taurus	530	Microarray	791041	Clear hit to Entrez gene ID
3167	mirna	miR-29a	Bos taurus	530	Microarray	790973	Clear hit to Entrez gene ID
3168	mirna	let-7	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3169	mirna	miR-100	Bos taurus	530	Microarray	100313483	Clear hit to Entrez gene ID
3170	mirna	miR-125	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3171	mirna	let-7-5p	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3172	mirna	let-7b	Bos taurus	530	Microarray	100170922	Clear hit to Entrez gene ID
3173	mirna	let-7c	Bos taurus	530	Microarray	100170919	Clear hit to Entrez gene ID
3174	mirna	let-7d	Bos taurus	530	Microarray	791025	Clear hit to Entrez gene ID
3175	mirna	let-7e	Bos taurus	530	Microarray	100170931	Clear hit to Entrez gene ID
3176	mirna	let-7i	Bos taurus	530	Microarray	791064	Clear hit to Entrez gene ID
3177	mirna	miR-107	Bos taurus	530	Microarray	791005	Clear hit to Entrez gene ID
3178	mirna	miR-125a	Bos taurus	530	Microarray	790992	Clear hit to Entrez gene ID
3179	mirna	miR-126-3p	Bos taurus	530	Microarray	790994	Clear hit to Entrez gene ID
3180	mirna	miR-145	Bos taurus	530	Microarray	790996	Clear hit to Entrez gene ID
3181	mirna	miR-151-3p	Bos taurus	530	Microarray	790978	Clear hit to Entrez gene ID
3182	mirna	miR-181a	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3183	mirna	miR-191	Bos taurus	530	Microarray	791033	Clear hit to Entrez gene ID
3184	mirna	miR-195	Bos taurus	530	Microarray	100170933	Clear hit to Entrez gene ID
3185	mirna	miR-200a	Bos taurus	530	Microarray	791036	Clear hit to Entrez gene ID
3186	mirna	miR-200b	Bos taurus	530	Microarray	791054	Clear hit to Entrez gene ID
3187	mirna	miR-200c	Bos taurus	530	Microarray	791037	Clear hit to Entrez gene ID
3188	mirna	miR-205	Bos taurus	530	Microarray	790999	Clear hit to Entrez gene ID
3189	mirna	miR-23a	Bos taurus	530	Microarray	791041	Clear hit to Entrez gene ID
3190	mirna	miR-23b-3p	Bos taurus	530	Microarray	791065	Clear hit to Entrez gene ID
3191	mirna	miR-24-3p	Bos taurus	530	Microarray	791052	Clear hit to Entrez gene ID
3192	mirna	miR-26a	Bos taurus	530	Microarray	790971	Clear hit to Entrez gene ID
3193	mirna	miR-27b	Bos taurus	530	Microarray	791000	Clear hit to Entrez gene ID
3194	mirna	miR-29a	Bos taurus	530	Microarray	790973	Clear hit to Entrez gene ID
3195	mirna	miR-30d	Bos taurus	530	Microarray	790987	Clear hit to Entrez gene ID
3196	mirna	miR-31	Bos taurus	530	Microarray	791002	Clear hit to Entrez gene ID
3197	mirna	miR-342	Bos taurus	530	Microarray	791058	Clear hit to Entrez gene ID
3198	mirna	miR-99a-5p	Bos taurus	530	Microarray	790991	Clear hit to Entrez gene ID
3199	mirna	let-7	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3200	mirna	let-7-5p	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3201	mirna	let-7a	Bos taurus	530	Microarray	791056	Clear hit to Entrez gene ID
3202	mirna	let-7c	Bos taurus	530	Microarray	100170919	Clear hit to Entrez gene ID
3203	mirna	let-7e	Bos taurus	530	Microarray	100170931	Clear hit to Entrez gene ID
3204	mirna	miR-103	Bos taurus	530	Microarray	790976	Clear hit to Entrez gene ID
3205	mirna	miR-107	Bos taurus	530	Microarray	791005	Clear hit to Entrez gene ID
3206	mirna	miR-143	Bos taurus	530	Microarray	100313363	Clear hit to Entrez gene ID
3207	mirna	miR-151	Bos taurus	530	Microarray	790978	Clear hit to Entrez gene ID
3208	mirna	miR-152	Bos taurus	530	Microarray	100313004	Clear hit to Entrez gene ID
3209	mirna	miR-191	Bos taurus	530	Microarray	791033	Clear hit to Entrez gene ID
3210	mirna	miR-195	Bos taurus	530	Microarray	100170933	Clear hit to Entrez gene ID
3211	mirna	miR-200c	Bos taurus	530	Microarray	791037	Clear hit to Entrez gene ID
3212	mirna	miR-22	Bos taurus	530	Microarray	791040	Clear hit to Entrez gene ID
3213	mirna	miR-27b	Bos taurus	530	Microarray	791000	Clear hit to Entrez gene ID
3214	mirna	miR-29a	Bos taurus	530	Microarray	790973	Clear hit to Entrez gene ID
3215	mirna	miR-30a	Bos taurus	530	Microarray	791053	Clear hit to Entrez gene ID
3216	mirna	miR-30d	Bos taurus	530	Microarray	790987	Clear hit to Entrez gene ID
3217	mirna	miR-31	Bos taurus	530	Microarray	791002	Clear hit to Entrez gene ID
3218	mirna	miR-429	Bos taurus	530	Microarray	100313047	Clear hit to Entrez gene ID
3219	mirna	miR-200	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3220	mirna	let-7-5p	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3221	mirna	miR-125-5p	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3222	mirna	let-7	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3223	mirna	miR-125	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3224	mirna	let-7b	Bos taurus	530	Microarray	100170922	Clear hit to Entrez gene ID
3225	mirna	let-7i	Bos taurus	530	Microarray	791064	Clear hit to Entrez gene ID
3226	mirna	miR-103	Bos taurus	530	Microarray	790976	Clear hit to Entrez gene ID
3227	mirna	miR-107a	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3228	mirna	miR-141	Bos taurus	530	Microarray	100313001	Clear hit to Entrez gene ID
3229	mirna	miR-200a	Bos taurus	530	Microarray	791036	Clear hit to Entrez gene ID
3230	mirna	miR-200b	Bos taurus	530	Microarray	791054	Clear hit to Entrez gene ID
3231	mirna	miR-200c	Bos taurus	530	Microarray	791037	Clear hit to Entrez gene ID
3232	mirna	miR-205	Bos taurus	530	Microarray	790999	Clear hit to Entrez gene ID
3233	mirna	miR-23b	Bos taurus	530	Microarray	791065	Clear hit to Entrez gene ID
3234	mirna	miR-27b	Bos taurus	530	Microarray	791000	Clear hit to Entrez gene ID
3235	mirna	miR-429a	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3236	mirna	let-7b	Bos taurus	530	Microarray	100170922	Clear hit to Entrez gene ID
3237	mirna	let-7i	Bos taurus	530	Microarray	791064	Clear hit to Entrez gene ID
3238	mirna	miR-100	Bos taurus	530	Microarray	100313483	Clear hit to Entrez gene ID
3239	mirna	miR-103	Bos taurus	530	Microarray	790976	Clear hit to Entrez gene ID
3240	mirna	miR-107	Bos taurus	530	Microarray	791005	Clear hit to Entrez gene ID
3241	mirna	miR-125b	Bos taurus	530	Microarray	790993	Clear hit to Entrez gene ID
3242	mirna	miR-200a	Bos taurus	530	Microarray	791036	Clear hit to Entrez gene ID
3243	mirna	miR-200b	Bos taurus	530	Microarray	791054	Clear hit to Entrez gene ID
3244	mirna	miR-205	Bos taurus	530	Microarray	790999	Clear hit to Entrez gene ID
3245	mirna	miR-23b	Bos taurus	530	Microarray	791065	Clear hit to Entrez gene ID
3246	mirna	miR-26	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3247	mirna	miR-27b	Bos taurus	530	Microarray	791000	Clear hit to Entrez gene ID
3248	mirna	miR-30d	Bos taurus	530	Microarray	790987	Clear hit to Entrez gene ID
3249	mirna	miR-429	Bos taurus	530	Microarray	100313047	Clear hit to Entrez gene ID
3250	mirna	let-7b	Bos taurus	530	Microarray	100170922	Clear hit to Entrez gene ID
3251	mirna	let-7c-5p	Bos taurus	530	Microarray	100170919	Clear hit to Entrez gene ID
3252	mirna	let-7j-5p	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3253	mirna	miR-100-5p	Bos taurus	530	Microarray	100313483	Clear hit to Entrez gene ID
3254	mirna	miR-107-3p	Bos taurus	530	Microarray	791005	Clear hit to Entrez gene ID
3255	mirna	miR-125b-5p	Bos taurus	530	Microarray	790993	Clear hit to Entrez gene ID
3256	mirna	miR-126-3p	Bos taurus	530	Microarray	790994	Clear hit to Entrez gene ID
3257	mirna	miR-19b-3p	Bos taurus	530	Microarray	100170927	Clear hit to Entrez gene ID
3258	mirna	miR-200a-3p	Bos taurus	530	Microarray	791036	Clear hit to Entrez gene ID
3259	mirna	miR-200b-3p	Bos taurus	530	Microarray	791054	Clear hit to Entrez gene ID
3260	mirna	miR-205a	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3261	mirna	miR-23b-3p	Bos taurus	530	Microarray	791065	Clear hit to Entrez gene ID
3262	mirna	miR-24-3p	Bos taurus	530	Microarray	791052	Clear hit to Entrez gene ID
3263	mirna	miR-26a-5p	Bos taurus	530	Microarray	790971	Clear hit to Entrez gene ID
3264	mirna	miR-27b-3p	Bos taurus	530	Microarray	791000	Clear hit to Entrez gene ID
3265	mirna	miR-30d	Bos taurus	530	Microarray	790987	Clear hit to Entrez gene ID
3266	mirna	miR-429-3p	Bos taurus	530	Microarray	100313047	Clear hit to Entrez gene ID
3267	mirna	miR-99a-5p	Bos taurus	530	Microarray	790991	Clear hit to Entrez gene ID
3268	mirna	miR-100	Bos taurus	530	Microarray	100313483	Clear hit to Entrez gene ID
3269	mirna	miR-103	Bos taurus	530	Microarray	790976	Clear hit to Entrez gene ID
3270	mirna	miR-107	Bos taurus	530	Microarray	791005	Clear hit to Entrez gene ID
3271	mirna	miR-125b	Bos taurus	530	Microarray	790993	Clear hit to Entrez gene ID
3272	mirna	miR-141	Bos taurus	530	Microarray	100313001	Clear hit to Entrez gene ID
3273	mirna	miR-143	Bos taurus	530	Microarray	100313363	Clear hit to Entrez gene ID
3274	mirna	miR-145	Bos taurus	530	Microarray	790996	Clear hit to Entrez gene ID
3275	mirna	miR-181a-5p	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3276	mirna	miR-195	Bos taurus	530	Microarray	100170933	Clear hit to Entrez gene ID
3277	mirna	miR-19b	Bos taurus	530	Microarray	100170927	Clear hit to Entrez gene ID
3278	mirna	miR-200c	Bos taurus	530	Microarray	791037	Clear hit to Entrez gene ID
3279	mirna	miR-205	Bos taurus	530	Microarray	790999	Clear hit to Entrez gene ID
3280	mirna	miR-23a	Bos taurus	530	Microarray	791041	Clear hit to Entrez gene ID
3281	mirna	miR-24	Bos taurus	530	Microarray	791052	Clear hit to Entrez gene ID
3282	mirna	miR-26a	Bos taurus	530	Microarray	790971	Clear hit to Entrez gene ID
3283	mirna	miR-29a	Bos taurus	530	Microarray	790973	Clear hit to Entrez gene ID
3284	mirna	miR-30d	Bos taurus	530	Microarray	790987	Clear hit to Entrez gene ID
3285	mirna	miR-31	Bos taurus	530	Microarray	791002	Clear hit to Entrez gene ID
3286	mirna	miR-99a	Bos taurus	530	Microarray	790991	Clear hit to Entrez gene ID
3287	mirna	let-7b-5p	Bos taurus	530	Microarray	100170922	Clear hit to Entrez gene ID
3288	mirna	let-7c-5p	Bos taurus	530	Microarray	100170919	Clear hit to Entrez gene ID
3289	mirna	let-7d-5p	Bos taurus	530	Microarray	791025	Clear hit to Entrez gene ID
3290	mirna	let-7e-5p	Bos taurus	530	Microarray	100170931	Clear hit to Entrez gene ID
3291	mirna	let-7i-5p	Bos taurus	530	Microarray	791064	Clear hit to Entrez gene ID
3292	mirna	miR-100-5p	Bos taurus	530	Microarray	100313483	Clear hit to Entrez gene ID
3293	mirna	miR-107	Bos taurus	530	Microarray	791005	Clear hit to Entrez gene ID
3294	mirna	miR-125a-5p	Bos taurus	530	Microarray	790992	Clear hit to Entrez gene ID
3295	mirna	miR-126-3p	Bos taurus	530	Microarray	790994	Clear hit to Entrez gene ID
3296	mirna	miR-141-3p	Bos taurus	530	Microarray	100313001	Clear hit to Entrez gene ID
3297	mirna	miR-143-3p	Bos taurus	530	Microarray	100313363	Clear hit to Entrez gene ID
3298	mirna	miR-145-5p	Bos taurus	530	Microarray	790996	Clear hit to Entrez gene ID
3299	mirna	miR-151a-3p	Bos taurus	530	Microarray	NOTFOUND	NOTFOUND
3300	mirna	miR-152-3p	Bos taurus	530	Microarray	100313004	Clear hit to Entrez gene ID
3301	mirna	miR-191-5p	Bos taurus	530	Microarray	791033	Clear hit to Entrez gene ID
3302	mirna	miR-195-5p	Bos taurus	530	Microarray	100170933	Clear hit to Entrez gene ID
3303	mirna	miR-200a-3p	Bos taurus	530	Microarray	791036	Clear hit to Entrez gene ID
3304	mirna	miR-200b-3p	Bos taurus	530	Microarray	791054	Clear hit to Entrez gene ID
3305	mirna	miR-200c-3p	Bos taurus	530	Microarray	791037	Clear hit to Entrez gene ID
3306	mirna	miR-205-5p	Bos taurus	530	Microarray	790999	Clear hit to Entrez gene ID
3307	mirna	miR-22-3p	Bos taurus	530	Microarray	791040	Clear hit to Entrez gene ID
3308	mirna	miR-23a-3p	Bos taurus	530	Microarray	791041	Clear hit to Entrez gene ID
3309	mirna	miR-23b-3p	Bos taurus	530	Microarray	791065	Clear hit to Entrez gene ID
3310	mirna	miR-27a-3p	Bos taurus	530	Microarray	790986	Clear hit to Entrez gene ID
3311	mirna	miR-27b-3p	Bos taurus	530	Microarray	791000	Clear hit to Entrez gene ID
3312	mirna	miR-29a-3p	Bos taurus	530	Microarray	790973	Clear hit to Entrez gene ID
3313	mirna	miR-30a-5p	Bos taurus	530	Microarray	791053	Clear hit to Entrez gene ID
3314	mirna	miR-30d-5p	Bos taurus	530	Microarray	790987	Clear hit to Entrez gene ID
3315	mirna	miR-31-5p	Bos taurus	530	Microarray	791002	Clear hit to Entrez gene ID
3316	mirna	miR-99a-5p	Bos taurus	530	Microarray	790991	Clear hit to Entrez gene ID
